# 250
51.29	0.0804329229
52.11	0.0912456848
52.34	0.0316689403
48.61	0.1558161794
47.13	0.05863041
48.83	0.0222022871
50.35	0.0911340428
49.78	0.1345860072
54.05	0.0097359799
47.21	0.0538017857
49.83	0.0445040484
50.22	0.026760732
51.39	0.0615833329
51.07	0.0423083483
47.11	0.0612188413
51.84	0.000071621
49.4	0.1678337377
52.04	0.1077710938
48.87	0.1513938646
49.57	0.0811049144
46.99	0.0044565957
48.71	0.0105258024
53.56	0.0139175166
47.64	0.0220243274
50.24	0.0125530333
43.79	0.000015575
47.94	0.1090016697
48.61	0.1195857452
47.7	0.0976599367
51.28	0.1372835673
52.4	0.0889399183
50.44	0.1638821407
51.29	0.1059318889
48.77	0.0627998252
51.09	0.0604198408
51.48	0.0796436942
50.75	0.016672985
49.36	0.1336890014
50.57	0.1193069047
47.27	0.0037509958
51.17	0.0418578732
53.19	0.0348220349
46.6	0.0293554179
51.4	0.0692758343
48.72	0.0116417809
49.17	0.1493995244
48.48	0.0096046734
49.07	0.1614349597
47	0.0488257124
53.22	0.0530586453
50.1	0.1503387009
52.44	0.0652301115
51.11	0.108269615
50.3	0.1119565049
47.31	0.0416304946
52.97	0.0412095829
44.5	0.0016862689
50.87	0.0225406674
49.13	0.1222780634
50.01	0.0245882869
47.52	0.0154849388
48.85	0.1626561653
48.52	0.0862887209
46.72	0.0520240415
48.6	0.0915987258
49.45	0.1624281294
47.91	0.0799215877
47.44	0.0107725743
48.49	0.0314841684
52.12	0.0342836243
51.12	0.0514155581
50.33	0.1358125379
47.06	0.0665700441
51.45	0.0966235893
48.49	0.1249716697
49.07	0.1048838481
51.14	0.1672554617
49.92	0.0179575891
48.42	0.0691164666
49.27	0.0764499536
51.55	0.0466093787
49.06	0.1308225079
51.01	0.1381415719
50.21	0.1048809003
49.81	0.1034231762
49.35	0.0178002914
48.45	0.1325235625
50.8	0.0807513425
49.35	0.0633002861
47.88	0.072072644
53.59	0.026768091
51.97	0.12146642
49.25	0.097605764
45.8	0.0093020005
51.52	0.0612487286
54.84	0.0011292382
46.85	0.050963829
47.44	0.069240329
48.43	0.0209259192
48.29	0.1353943908
47.32	0.0018035134
50.45	0.0738954492
50.16	0.0729719661
52.65	0.0645301895
47.88	0.0438830919
49.05	0.0755625741
48.36	0.0479102828
50.15	0.0887376476
54.05	0.0063674905
51.99	0.0886700821
47.42	0.0351512531
50.47	0.0211260056
46.19	0.0119365973
49.7	0.1113375303
48.96	0.1461499465
47.17	0.0698703953
49.56	0.0969068414
48.97	0.0135554913
49.17	0.1381978431
51.58	0.120914571
51.78	0.0358402671
52.29	0.0967114539
52.57	0.041275344
49.47	0.0860306198
50	0.0043838431
52.3	0.0476502059
48.33	0.0201583995
51.65	0.0974292646
47.88	0.0732195449
52.51	0.0316344172
51.23	0.1353924635
46.08	0.018902772
48.41	0.0252313936
49.74	0.0967067266
49.23	0.0670205459
50.6	0.1689737374
51.46	0.0006862815
51.89	0.0782799262
49.31	0.1159946378
49.39	0.0265137798
49.7	0.1643204618
48.57	0.051965008
51.84	0.0152869221
51.1	0.1600387674
49.21	0.1593861848
45.99	0.0102217369
48.12	0.0956694629
52.94	0.02391421
47.41	0.046043721
44.57	0.0037543943
52.19	0.0988953139
52.07	0.1019595025
47.24	0.0373696883
47.11	0.0037241479
50.57	0.1686168364
44.8	0.0074828877
51.43	0.0167940954
49.7	0.1687172623
49.26	0.007445927
49.41	0.126092185
51.37	0.1355488193
55.83	0.0008927926
49.52	0.0441173276
48.82	0.080237926
52.62	0.0355292822
49.26	0.0531063512
47.09	0.0081075993
47.41	0.0458861162
48.36	0.137035517
51.59	0.1040871196
46.25	0.0062637682
47.16	0.0513583774
50.73	0.1013506937
51.27	0.1144459273
48.41	0.1129481652
50.61	0.1010186079
45.2	0.0010689147
48.1	0.0236579431
45.8	0.0077913811
48.54	0.0124227419
48.73	0.0553709773
49.06	0.1109375262
51.61	0.0910873745
49.22	0.1023985243
48.19	0.0965994119
51.84	0.0463999292
47.05	0.0476169128
51.2	0.0210953691
49.15	0.0601548826
49.66	0.017251627
50.62	0.1291765896
48.53	0.058255091
48.24	0.0696465021
51.51	0.0693664766
46.44	0.0190314369
52.39	0.0856454181
52.48	0.0203056679
49.8	0.1742441099
47.22	0.0300579408
48.02	0.1141602201
48.21	0.1206942167
46.59	0.0014801115
49.47	0.1092338821
52.15	0.0850466862
50.85	0.0728481759
48.83	0.0670268439
48.95	0.1270812275
53.6	0.0201089714
51.72	0.0381953873
50.97	0.0167021699
49.14	0.1377015597
54.19	0.0110120625
51.58	0.1358753019
47.88	0.0142265833
51.63	0.0308237828
54.35	0.0030264556
52.1	0.0729432465
50.56	0.0139587363
47.42	0.0580760302
47.4	0.0455123213
47.63	0.0899682104
53.99	0.0123367631
49.38	0.1123262202
48.2	0.1200370579
52.21	0.0153332119
45.44	0.0052225322
50.46	0.1832229977
51.43	0.0610698529
50.76	0.1668220907
49.61	0.1330340476
52.63	0.029799331
52.12	0.0040697527
50.82	0.1520483215
48.01	0.0799494962
50.6	0.0333151775
48.25	0.0432700418
48.93	0.1330178726
48.87	0.0406070294
52.68	0.0527452137
49.87	0.1475146139
49.97	0.1015755273
53.42	0.0232789952
50.48	0.0420886517
50.65	0.1422968162
51.37	0.1149451351
52.18	0.0483325097
53.62	0.0172624572
48.7	0.0937876004
50.86	0.1246327945
50.08	0.0890678797
